SubID,subject,correct,total_trials,trial_type,expected,condition,condition_non_rec,probe_type,sub_idx
6577342,158,5,9,1,0.5,1,2,-0.5,155
6577342,158,4,6,3,-0.5,1,2,-0.5,155
6577342,158,3,6,3,-0.5,1,2,0.5,155
6577346,159,9,9,1,-0.5,1,2,-0.5,156
6577346,159,5,9,1,0.5,1,2,-0.5,156
6577346,159,3,6,3,-0.5,1,2,-0.5,156
6577346,159,1,6,3,-0.5,1,2,0.5,156
6577419,160,7,9,1,-0.5,1,2,-0.5,157
6577419,160,7,9,1,0.5,1,2,-0.5,157
6577419,160,3,6,3,-0.5,1,2,-0.5,157
6577419,160,5,6,3,-0.5,1,2,0.5,157
6577715,161,7,9,1,-0.5,1,2,-0.5,158
6577715,161,8,9,1,0.5,1,2,-0.5,158
6577715,161,4,6,3,-0.5,1,2,-0.5,158
6577715,161,1,6,3,-0.5,1,2,0.5,158
6581427,162,6,9,1,-0.5,1,2,-0.5,159
6581427,162,4,9,1,0.5,1,2,-0.5,159
6581427,162,4,6,3,-0.5,1,2,-0.5,159
6581427,162,2,6,3,-0.5,1,2,0.5,159
6581506,163,8,9,1,-0.5,1,2,-0.5,160
6581506,163,5,9,1,0.5,1,2,-0.5,160
6581506,163,6,6,3,-0.5,1,2,-0.5,160
6581506,163,2,6,3,-0.5,1,2,0.5,160
6581549,164,8,9,1,-0.5,1,2,-0.5,161
6581549,164,7,9,1,0.5,1,2,-0.5,161
6581549,164,6,6,3,-0.5,1,2,-0.5,161
6581549,164,6,6,3,-0.5,1,2,0.5,161
6581527,165,4,9,1,-0.5,1,2,-0.5,162
6581527,165,6,9,1,0.5,1,2,-0.5,162
6581527,165,2,6,3,-0.5,1,2,-0.5,162
6581527,165,3,6,3,-0.5,1,2,0.5,162
6583067,166,6,9,1,-0.5,1,2,-0.5,163
6583067,166,4,9,1,0.5,1,2,-0.5,163
6583067,166,3,6,3,-0.5,1,2,-0.5,163
6583067,166,1,6,3,-0.5,1,2,0.5,163
6582992,167,5,9,1,-0.5,1,2,-0.5,164
6582992,167,7,9,1,0.5,1,2,-0.5,164
6582992,167,2,6,3,-0.5,1,2,-0.5,164
6582992,167,5,6,3,-0.5,1,2,0.5,164
6583005,168,5,9,1,-0.5,1,2,-0.5,165
6583005,168,7,9,1,0.5,1,2,-0.5,165
6583005,168,4,6,3,-0.5,1,2,-0.5,165
6583005,168,4,6,3,-0.5,1,2,0.5,165
6576599,169,5,6,2,-0.5,-1,1,-0.5,166
6576599,169,9,12,2,0.5,-1,1,-0.5,166
6576599,169,8,9,1,-0.5,-1,1,0.5,166
6576599,169,8,9,1,0.5,-1,1,0.5,166
6576599,169,4,6,2,-0.5,-1,1,0.5,166
6576599,169,10,12,2,0.5,-1,1,0.5,166
6576591,170,5,6,2,-0.5,-1,1,-0.5,167
6576591,170,9,12,2,0.5,-1,1,-0.5,167
6576591,170,8,9,1,-0.5,-1,1,0.5,167
6576591,170,5,9,1,0.5,-1,1,0.5,167
6576591,170,4,6,2,-0.5,-1,1,0.5,167
6576591,170,9,12,2,0.5,-1,1,0.5,167
6577316,171,2,6,2,-0.5,-1,1,-0.5,168
6577316,171,8,12,2,0.5,-1,1,-0.5,168
6577316,171,6,9,1,-0.5,-1,1,0.5,168
6577316,171,5,9,1,0.5,-1,1,0.5,168
6577316,171,3,6,2,-0.5,-1,1,0.5,168
6577316,171,7,12,2,0.5,-1,1,0.5,168
6577331,172,3,6,2,-0.5,-1,1,-0.5,169
6577331,172,12,12,2,0.5,-1,1,-0.5,169
6577331,172,9,9,1,-0.5,-1,1,0.5,169
6577331,172,8,9,1,0.5,-1,1,0.5,169
6577331,172,6,6,2,-0.5,-1,1,0.5,169
6577331,172,9,12,2,0.5,-1,1,0.5,169
6577314,173,4,6,2,-0.5,-1,1,-0.5,170
6577314,173,8,12,2,0.5,-1,1,-0.5,170
6577314,173,3,9,1,-0.5,-1,1,0.5,170
6577314,173,2,9,1,0.5,-1,1,0.5,170
6577314,173,3,6,2,-0.5,-1,1,0.5,170
6577314,173,4,12,2,0.5,-1,1,0.5,170
6577522,174,6,6,2,-0.5,-1,1,-0.5,171
6577522,174,8,12,2,0.5,-1,1,-0.5,171
6577522,174,4,9,1,-0.5,-1,1,0.5,171
6577522,174,3,9,1,0.5,-1,1,0.5,171
6577522,174,5,6,2,-0.5,-1,1,0.5,171
6577522,174,4,12,2,0.5,-1,1,0.5,171
6577668,175,5,6,2,-0.5,-1,1,-0.5,172
6577668,175,11,12,2,0.5,-1,1,-0.5,172
6577668,175,8,9,1,-0.5,-1,1,0.5,172
6577668,175,9,9,1,0.5,-1,1,0.5,172
6577668,175,6,6,2,-0.5,-1,1,0.5,172
6577668,175,11,12,2,0.5,-1,1,0.5,172
6581439,176,4,6,2,-0.5,-1,1,-0.5,173
6581439,176,10,12,2,0.5,-1,1,-0.5,173
6581439,176,5,9,1,-0.5,-1,1,0.5,173
6581439,176,6,9,1,0.5,-1,1,0.5,173
6581439,176,3,6,2,-0.5,-1,1,0.5,173
6581439,176,8,12,2,0.5,-1,1,0.5,173
6581466,177,5,6,2,-0.5,-1,1,-0.5,174
6581466,177,10,12,2,0.5,-1,1,-0.5,174
6581466,177,9,9,1,-0.5,-1,1,0.5,174
6581466,177,9,9,1,0.5,-1,1,0.5,174
6581466,177,6,6,2,-0.5,-1,1,0.5,174
6581466,177,9,12,2,0.5,-1,1,0.5,174
6581468,178,5,6,2,-0.5,-1,1,-0.5,175
6581468,178,11,12,2,0.5,-1,1,-0.5,175
6581468,178,5,9,1,-0.5,-1,1,0.5,175
6581468,178,2,9,1,0.5,-1,1,0.5,175
6581468,178,3,6,2,-0.5,-1,1,0.5,175
6581468,178,10,12,2,0.5,-1,1,0.5,175
6581893,179,1,6,2,-0.5,-1,1,-0.5,176
6581893,179,9,12,2,0.5,-1,1,-0.5,176
6581893,179,1,9,1,-0.5,-1,1,0.5,176
6581893,179,9,9,1,0.5,-1,1,0.5,176
6581893,179,2,6,2,-0.5,-1,1,0.5,176
6581893,179,6,12,2,0.5,-1,1,0.5,176
6583068,180,1,6,2,-0.5,-1,1,-0.5,177
6583068,180,9,12,2,0.5,-1,1,-0.5,177
6583068,180,4,9,1,-0.5,-1,1,0.5,177
6583068,180,4,9,1,0.5,-1,1,0.5,177
6583068,180,3,6,2,-0.5,-1,1,0.5,177
6583068,180,5,12,2,0.5,-1,1,0.5,177
6583056,181,5,6,2,-0.5,-1,1,-0.5,178
6583056,181,10,12,2,0.5,-1,1,-0.5,178
6583056,181,6,9,1,-0.5,-1,1,0.5,178
6583056,181,8,9,1,0.5,-1,1,0.5,178
6583056,181,6,6,2,-0.5,-1,1,0.5,178
6583056,181,9,12,2,0.5,-1,1,0.5,178
6582982,182,2,6,2,-0.5,-1,1,-0.5,179
6582982,182,4,12,2,0.5,-1,1,-0.5,179
6582982,182,9,9,1,-0.5,-1,1,0.5,179
6582982,182,9,9,1,0.5,-1,1,0.5,179
6582982,182,2,6,2,-0.5,-1,1,0.5,179
6582982,182,5,12,2,0.5,-1,1,0.5,179
6584767,183,5,6,2,-0.5,-1,1,-0.5,180
6584767,183,6,12,2,0.5,-1,1,-0.5,180
6584767,183,9,9,1,-0.5,-1,1,0.5,180
6584767,183,9,9,1,0.5,-1,1,0.5,180
6584767,183,3,6,2,-0.5,-1,1,0.5,180
6584767,183,2,12,2,0.5,-1,1,0.5,180
6576579,184,9,9,1,-0.5,-1,1,-0.5,181
6576579,184,9,9,1,0.5,-1,1,-0.5,181
6576579,184,4,6,3,-0.5,-1,1,-0.5,181
6576579,184,5,6,3,-0.5,-1,1,0.5,181
6576575,185,7,9,1,-0.5,-1,1,-0.5,182
6576575,185,8,9,1,0.5,-1,1,-0.5,182
6576575,185,1,6,3,-0.5,-1,1,-0.5,182
6576575,185,3,6,3,-0.5,-1,1,0.5,182
6576566,186,9,9,1,-0.5,-1,1,-0.5,183
6576566,186,9,9,1,0.5,-1,1,-0.5,183
6576566,186,5,6,3,-0.5,-1,1,-0.5,183
6576566,186,6,6,3,-0.5,-1,1,0.5,183
6577030,187,3,9,1,-0.5,-1,1,-0.5,184
6577030,187,7,9,1,0.5,-1,1,-0.5,184
6577030,187,3,6,3,-0.5,-1,1,-0.5,184
6577030,187,3,6,3,-0.5,-1,1,0.5,184
6577359,188,9,9,1,-0.5,-1,1,-0.5,185
6577359,188,9,9,1,0.5,-1,1,-0.5,185
6577359,188,6,6,3,-0.5,-1,1,-0.5,185
6577359,188,5,6,3,-0.5,-1,1,0.5,185
6577352,189,7,9,1,-0.5,-1,1,-0.5,186
6577352,189,8,9,1,0.5,-1,1,-0.5,186
6577352,189,5,6,3,-0.5,-1,1,-0.5,186
6577352,189,3,6,3,-0.5,-1,1,0.5,186
6577333,190,9,9,1,-0.5,-1,1,-0.5,187
6577333,190,9,9,1,0.5,-1,1,-0.5,187
6577333,190,6,6,3,-0.5,-1,1,-0.5,187
6577333,190,6,6,3,-0.5,-1,1,0.5,187
6577897,191,7,9,1,-0.5,-1,1,-0.5,188
6577897,191,9,9,1,0.5,-1,1,-0.5,188
6577897,191,3,6,3,-0.5,-1,1,-0.5,188
6577897,191,6,6,3,-0.5,-1,1,0.5,188
6581417,192,9,9,1,-0.5,-1,1,-0.5,189
6581417,192,9,9,1,0.5,-1,1,-0.5,189
6581417,192,3,6,3,-0.5,-1,1,-0.5,189
6581417,192,5,6,3,-0.5,-1,1,0.5,189
6581459,193,8,9,1,-0.5,-1,1,-0.5,190
6581459,193,9,9,1,0.5,-1,1,-0.5,190
6581459,193,3,6,3,-0.5,-1,1,-0.5,190
6581459,193,2,6,3,-0.5,-1,1,0.5,190
6581456,194,9,9,1,-0.5,-1,1,-0.5,191
6581456,194,8,9,1,0.5,-1,1,-0.5,191
6581456,194,5,6,3,-0.5,-1,1,-0.5,191
6581456,194,6,6,3,-0.5,-1,1,0.5,191
6582983,195,7,9,1,-0.5,-1,1,-0.5,192
6582983,195,3,9,1,0.5,-1,1,-0.5,192
6582983,195,2,6,3,-0.5,-1,1,-0.5,192
6582983,195,2,6,3,-0.5,-1,1,0.5,192
6583109,196,9,9,1,-0.5,-1,1,-0.5,193
6583109,196,9,9,1,0.5,-1,1,-0.5,193
6583109,196,3,6,3,-0.5,-1,1,-0.5,193
6583109,196,6,6,3,-0.5,-1,1,0.5,193
6582980,197,4,9,1,-0.5,-1,1,-0.5,194
6582980,197,2,9,1,0.5,-1,1,-0.5,194
6582980,197,2,6,3,-0.5,-1,1,-0.5,194
6582980,197,4,6,3,-0.5,-1,1,0.5,194
6583323,198,8,9,1,-0.5,-1,1,-0.5,195
6583323,198,9,9,1,0.5,-1,1,-0.5,195
6583323,198,6,6,3,-0.5,-1,1,-0.5,195
6583323,198,6,6,3,-0.5,-1,1,0.5,195
6576543,199,8,9,1,-0.5,1,2,-0.5,196
6576543,199,6,9,1,0.5,1,2,-0.5,196
6576543,199,4,6,3,-0.5,1,2,-0.5,196
6576543,199,6,6,3,-0.5,1,2,0.5,196
6576626,200,6,9,1,-0.5,1,2,-0.5,197
6576626,200,9,9,1,0.5,1,2,-0.5,197
6576626,200,2,6,3,-0.5,1,2,-0.5,197
6576626,200,5,6,3,-0.5,1,2,0.5,197
6576643,201,8,9,1,-0.5,1,2,-0.5,198
6576643,201,9,9,1,0.5,1,2,-0.5,198
6576643,201,2,6,3,-0.5,1,2,-0.5,198
6576643,201,3,6,3,-0.5,1,2,0.5,198
6576836,202,6,9,1,-0.5,1,2,-0.5,199
6576836,202,7,9,1,0.5,1,2,-0.5,199
6576836,202,6,6,3,-0.5,1,2,-0.5,199
6576836,202,5,6,3,-0.5,1,2,0.5,199
6577326,203,8,9,1,-0.5,1,2,-0.5,200
6577326,203,8,9,1,0.5,1,2,-0.5,200
6577326,203,6,6,3,-0.5,1,2,-0.5,200
6577326,203,6,6,3,-0.5,1,2,0.5,200
6577330,204,9,9,1,-0.5,1,2,-0.5,201
6577330,204,9,9,1,0.5,1,2,-0.5,201
6577330,204,5,6,3,-0.5,1,2,-0.5,201
6577330,204,5,6,3,-0.5,1,2,0.5,201
6577438,205,7,9,1,-0.5,1,2,-0.5,202
6577438,205,8,9,1,0.5,1,2,-0.5,202
6577438,205,4,6,3,-0.5,1,2,-0.5,202
6577438,205,5,6,3,-0.5,1,2,0.5,202
6581426,206,6,9,1,-0.5,1,2,-0.5,203
6581426,206,9,9,1,0.5,1,2,-0.5,203
6581426,206,3,6,3,-0.5,1,2,-0.5,203
6581426,206,3,6,3,-0.5,1,2,0.5,203
6581470,207,8,9,1,-0.5,1,2,-0.5,204
6581470,207,9,9,1,0.5,1,2,-0.5,204
6581470,207,6,6,3,-0.5,1,2,-0.5,204
6581470,207,5,6,3,-0.5,1,2,0.5,204
6581430,208,9,9,1,-0.5,1,2,-0.5,205
6581430,208,9,9,1,0.5,1,2,-0.5,205
6581430,208,5,6,3,-0.5,1,2,-0.5,205
6581430,208,6,6,3,-0.5,1,2,0.5,205
6582397,209,9,9,1,-0.5,1,2,-0.5,206
6582397,209,9,9,1,0.5,1,2,-0.5,206
6582397,209,4,6,3,-0.5,1,2,-0.5,206
6582397,209,4,6,3,-0.5,1,2,0.5,206
6583003,210,6,9,1,-0.5,1,2,-0.5,207
6583003,210,5,9,1,0.5,1,2,-0.5,207
6583003,210,4,6,3,-0.5,1,2,-0.5,207
6583003,210,1,6,3,-0.5,1,2,0.5,207
6583060,211,7,9,1,-0.5,1,2,-0.5,208
6583060,211,9,9,1,0.5,1,2,-0.5,208
6583060,211,5,6,3,-0.5,1,2,-0.5,208
6583060,211,3,6,3,-0.5,1,2,0.5,208
6583846,212,8,9,1,-0.5,1,2,-0.5,209
6583846,212,8,9,1,0.5,1,2,-0.5,209
6583846,212,6,6,3,-0.5,1,2,-0.5,209
6583846,212,4,6,3,-0.5,1,2,0.5,209
6576574,213,3,6,2,-0.5,-1,1,-0.5,210
6576574,213,3,12,2,0.5,-1,1,-0.5,210
6576574,213,9,9,1,-0.5,-1,1,0.5,210
6576574,213,9,9,1,0.5,-1,1,0.5,210
6576574,213,3,6,2,-0.5,-1,1,0.5,210
6576574,213,8,12,2,0.5,-1,1,0.5,210
6576598,214,6,6,2,-0.5,-1,1,-0.5,211
6576598,214,9,12,2,0.5,-1,1,-0.5,211
6576598,214,3,9,1,-0.5,-1,1,0.5,211
6576598,214,6,9,1,0.5,-1,1,0.5,211
6576598,214,5,6,2,-0.5,-1,1,0.5,211
6576598,214,5,12,2,0.5,-1,1,0.5,211
6576559,215,2,6,2,-0.5,-1,1,-0.5,212
6576559,215,8,12,2,0.5,-1,1,-0.5,212
6576559,215,6,9,1,-0.5,-1,1,0.5,212
6576559,215,3,9,1,0.5,-1,1,0.5,212
6576559,215,1,6,2,-0.5,-1,1,0.5,212
6576559,215,4,12,2,0.5,-1,1,0.5,212
6577304,216,6,6,2,-0.5,-1,1,-0.5,213
6577304,216,11,12,2,0.5,-1,1,-0.5,213
6577304,216,4,9,1,-0.5,-1,1,0.5,213
6577304,216,9,9,1,0.5,-1,1,0.5,213
6577304,216,5,6,2,-0.5,-1,1,0.5,213
6577304,216,8,12,2,0.5,-1,1,0.5,213
6577353,217,4,6,2,-0.5,-1,1,-0.5,214
6577353,217,3,12,2,0.5,-1,1,-0.5,214
6577353,217,4,9,1,-0.5,-1,1,0.5,214
6577353,217,3,9,1,0.5,-1,1,0.5,214
6577353,217,4,6,2,-0.5,-1,1,0.5,214
6577353,217,7,12,2,0.5,-1,1,0.5,214
6577397,218,5,6,2,-0.5,-1,1,-0.5,215
6577397,218,9,12,2,0.5,-1,1,-0.5,215
6577397,218,4,9,1,-0.5,-1,1,0.5,215
6577397,218,5,9,1,0.5,-1,1,0.5,215
6577397,218,3,6,2,-0.5,-1,1,0.5,215
6577397,218,5,12,2,0.5,-1,1,0.5,215
6577427,219,4,6,2,-0.5,-1,1,-0.5,216
6577427,219,4,12,2,0.5,-1,1,-0.5,216
6577427,219,1,9,1,-0.5,-1,1,0.5,216
6577427,219,6,9,1,0.5,-1,1,0.5,216
6577427,219,4,6,2,-0.5,-1,1,0.5,216
6577427,219,9,12,2,0.5,-1,1,0.5,216
6581437,220,3,6,2,-0.5,-1,1,-0.5,217
6581437,220,7,12,2,0.5,-1,1,-0.5,217
6581437,220,4,9,1,-0.5,-1,1,0.5,217
6581437,220,7,9,1,0.5,-1,1,0.5,217
6581437,220,4,6,2,-0.5,-1,1,0.5,217
6581437,220,6,12,2,0.5,-1,1,0.5,217
6581448,221,5,6,2,-0.5,-1,1,-0.5,218
6581448,221,6,12,2,0.5,-1,1,-0.5,218
6581448,221,6,9,1,-0.5,-1,1,0.5,218
6581448,221,3,9,1,0.5,-1,1,0.5,218
6581448,221,3,6,2,-0.5,-1,1,0.5,218
6581448,221,5,12,2,0.5,-1,1,0.5,218
6581565,222,4,6,2,-0.5,-1,1,-0.5,219
6581565,222,9,12,2,0.5,-1,1,-0.5,219
6581565,222,6,9,1,-0.5,-1,1,0.5,219
6581565,222,4,9,1,0.5,-1,1,0.5,219
6581565,222,3,6,2,-0.5,-1,1,0.5,219
6581565,222,6,12,2,0.5,-1,1,0.5,219
6582975,223,2,6,2,-0.5,-1,1,-0.5,220
6582975,223,5,12,2,0.5,-1,1,-0.5,220
6582975,223,4,9,1,-0.5,-1,1,0.5,220
6582975,223,4,9,1,0.5,-1,1,0.5,220
6582975,223,3,6,2,-0.5,-1,1,0.5,220
6582975,223,6,12,2,0.5,-1,1,0.5,220
6582993,224,5,6,2,-0.5,-1,1,-0.5,221
6582993,224,5,12,2,0.5,-1,1,-0.5,221
6582993,224,9,9,1,-0.5,-1,1,0.5,221
6582993,224,9,9,1,0.5,-1,1,0.5,221
6582993,224,5,6,2,-0.5,-1,1,0.5,221
6582993,224,6,12,2,0.5,-1,1,0.5,221
6583071,225,3,6,2,-0.5,-1,1,-0.5,222
6583071,225,5,12,2,0.5,-1,1,-0.5,222
6583071,225,5,9,1,-0.5,-1,1,0.5,222
6583071,225,2,9,1,0.5,-1,1,0.5,222
6583071,225,5,6,2,-0.5,-1,1,0.5,222
6583071,225,4,12,2,0.5,-1,1,0.5,222
6583161,226,6,6,2,-0.5,-1,1,-0.5,223
6583161,226,9,12,2,0.5,-1,1,-0.5,223
6583161,226,8,9,1,-0.5,-1,1,0.5,223
6583161,226,9,9,1,0.5,-1,1,0.5,223
6583161,226,5,6,2,-0.5,-1,1,0.5,223
6583161,226,8,12,2,0.5,-1,1,0.5,223
6576641,227,4,6,2,-0.5,-1,1,-0.5,224
6576641,227,11,12,2,0.5,-1,1,-0.5,224
6576641,227,4,9,1,-0.5,-1,1,0.5,224
6576641,227,7,9,1,0.5,-1,1,0.5,224
6576641,227,2,6,2,-0.5,-1,1,0.5,224
6576641,227,7,12,2,0.5,-1,1,0.5,224
6576782,228,6,6,2,-0.5,-1,1,-0.5,225
6576782,228,9,12,2,0.5,-1,1,-0.5,225
6576782,228,4,9,1,-0.5,-1,1,0.5,225
6576782,228,8,9,1,0.5,-1,1,0.5,225
6576782,228,3,6,2,-0.5,-1,1,0.5,225
6576782,228,4,12,2,0.5,-1,1,0.5,225
6577300,229,5,6,2,-0.5,-1,1,-0.5,226
6577300,229,11,12,2,0.5,-1,1,-0.5,226
6577300,229,8,9,1,-0.5,-1,1,0.5,226
6577300,229,9,9,1,0.5,-1,1,0.5,226
6577300,229,6,6,2,-0.5,-1,1,0.5,226
6577300,229,10,12,2,0.5,-1,1,0.5,226
6577365,230,5,6,2,-0.5,-1,1,-0.5,227
6577365,230,12,12,2,0.5,-1,1,-0.5,227
6577365,230,7,9,1,-0.5,-1,1,0.5,227
6577365,230,7,9,1,0.5,-1,1,0.5,227
6577365,230,3,6,2,-0.5,-1,1,0.5,227
6577365,230,3,12,2,0.5,-1,1,0.5,227
6577337,231,4,6,2,-0.5,-1,1,-0.5,228
6577337,231,10,12,2,0.5,-1,1,-0.5,228
6577337,231,3,9,1,-0.5,-1,1,0.5,228
6577337,231,8,9,1,0.5,-1,1,0.5,228
6577337,231,2,6,2,-0.5,-1,1,0.5,228
6577337,231,9,12,2,0.5,-1,1,0.5,228
6577434,232,1,6,2,-0.5,-1,1,-0.5,229
6577434,232,7,12,2,0.5,-1,1,-0.5,229
6577434,232,3,9,1,-0.5,-1,1,0.5,229
6577434,232,3,9,1,0.5,-1,1,0.5,229
6577434,232,1,6,2,-0.5,-1,1,0.5,229
6577434,232,6,12,2,0.5,-1,1,0.5,229
6578123,233,5,6,2,-0.5,-1,1,-0.5,230
6578123,233,10,12,2,0.5,-1,1,-0.5,230
6578123,233,4,9,1,-0.5,-1,1,0.5,230
6578123,233,6,9,1,0.5,-1,1,0.5,230
6578123,233,4,6,2,-0.5,-1,1,0.5,230
6578123,233,8,12,2,0.5,-1,1,0.5,230
6581412,234,4,6,2,-0.5,-1,1,-0.5,231
6581412,234,6,12,2,0.5,-1,1,-0.5,231
6581412,234,5,9,1,-0.5,-1,1,0.5,231
6581412,234,4,9,1,0.5,-1,1,0.5,231
6581412,234,1,6,2,-0.5,-1,1,0.5,231
6581412,234,4,12,2,0.5,-1,1,0.5,231
6581418,235,6,6,2,-0.5,-1,1,-0.5,232
6581418,235,9,12,2,0.5,-1,1,-0.5,232
6581418,235,2,9,1,-0.5,-1,1,0.5,232
6581418,235,5,9,1,0.5,-1,1,0.5,232
6581418,235,4,6,2,-0.5,-1,1,0.5,232
6581418,235,8,12,2,0.5,-1,1,0.5,232
6581475,236,3,6,2,-0.5,-1,1,-0.5,233
6581475,236,4,12,2,0.5,-1,1,-0.5,233
6581475,236,8,9,1,-0.5,-1,1,0.5,233
6581475,236,3,9,1,0.5,-1,1,0.5,233
6581475,236,2,6,2,-0.5,-1,1,0.5,233
6581475,236,5,12,2,0.5,-1,1,0.5,233
6582999,237,4,6,2,-0.5,-1,1,-0.5,234
6582999,237,9,12,2,0.5,-1,1,-0.5,234
6582999,237,8,9,1,-0.5,-1,1,0.5,234
6582999,237,8,9,1,0.5,-1,1,0.5,234
6582999,237,4,6,2,-0.5,-1,1,0.5,234
6582999,237,11,12,2,0.5,-1,1,0.5,234
6583117,238,6,6,2,-0.5,-1,1,-0.5,235
6583117,238,7,12,2,0.5,-1,1,-0.5,235
6583117,238,6,9,1,-0.5,-1,1,0.5,235
6583117,238,4,9,1,0.5,-1,1,0.5,235
6583117,238,4,6,2,-0.5,-1,1,0.5,235
6583117,238,5,12,2,0.5,-1,1,0.5,235
6583137,239,2,6,2,-0.5,-1,1,-0.5,236
6583137,239,8,12,2,0.5,-1,1,-0.5,236
6583137,239,6,9,1,-0.5,-1,1,0.5,236
6583137,239,6,9,1,0.5,-1,1,0.5,236
6583137,239,1,6,2,-0.5,-1,1,0.5,236
6583137,239,8,12,2,0.5,-1,1,0.5,236
6583156,240,4,6,2,-0.5,-1,1,-0.5,237
6583156,240,7,12,2,0.5,-1,1,-0.5,237
6583156,240,5,9,1,-0.5,-1,1,0.5,237
6583156,240,8,9,1,0.5,-1,1,0.5,237
6583156,240,5,6,2,-0.5,-1,1,0.5,237
6583156,240,5,12,2,0.5,-1,1,0.5,237
6583891,241,5,6,2,-0.5,-1,1,-0.5,238
6583891,241,11,12,2,0.5,-1,1,-0.5,238
6583891,241,8,9,1,-0.5,-1,1,0.5,238
6583891,241,9,9,1,0.5,-1,1,0.5,238
6583891,241,5,6,2,-0.5,-1,1,0.5,238
6583891,241,11,12,2,0.5,-1,1,0.5,238
